actionRay;alert;classification;control;culture;damage;dataPest;daysAdhesiveFloor;daysPheromone;detectionName;id;namePopular;nameScientific;pheromones;photoTime;symptoms;id_imagem;link_imagem
50.0;2;Inseto;3;Soja;5;MARIPOSA: Quando adultos são mariposas pequenas e alongadas, de coloração acinzentada (Femea) e amarelada (Macho). Em repouso as asas ficam dobradas junto ao corpo.   LAGARTA: A lagarta apresenta coloração verde-azulada, com estrias transversais marrons, purpúreas ou pardo-escuras, e mede cerca de 15 mm. ;15;0;Elasmo;24;Lagarta - Elasmo;Elasmopalpus lignosellus;Não Possui;07:00:00;Os danos iniciam – se nas fases iniciais entre 30 a 40 dias após a germinação. Os sintomas observados são raspagem da folha e na medida que crescem criam orificios na planta ao nivel de solo construindo uma galeria de orientação ascendente danificando o sistema condutor da planta gerando uma redução do estande inicial ;278, 279, 280;https://otmis-pragas-armadilhas.s3.amazonaws.com/48676476-65b5-11ed-ab88-23e974296d81.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/48ac30b6-65b5-11ed-8686-59d830b53054.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/48c7420a-65b5-11ed-8906-f95b09e71f67.jpg
0.0;2;Inseto;4;Milho;6;Besouro pequeno (5 a 7 mm), de coloração verde e amarela (seis manchas amarelas nos élitros verdes).;15;0;Vaquinha;25;Vaquinha;Diabrotica speciosa;Não Possui;07:00:00;Larvas: se alimentam de raízes, dessa forma reduzindo a sustentação das plantas podendo causar a morte das plântulas e redução do stand, além da perfuração de folhas cotiledonares. “Sintoma pescoço de ganso em plantas de milho, ficando tombadas”. Adultos: se alimentam de folíolos e folhas, causando desfolha.;281, 282, 283;https://otmis-pragas-armadilhas.s3.amazonaws.com/78b0ae03-66aa-11ed-983b-e5a04c528f98.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/7ab00a30-66aa-11ed-a69f-e5a04c528f98.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/7b816039-66aa-11ed-aab4-e5a04c528f98.jpg
0.0;2;Inseto;4;Soja;6;Besouro pequeno (5 a 7 mm), de coloração verde e amarela (seis manchas amarelas nos élitros verdes).;15;0;Vaquinha;26;Vaquinha;Diabrotica speciosa;Não Possui;07:00:00;Atacam as folhas da soja, abrindo pequenos orifícios e causando desfolha, diminuindo a atividade fotossintética e afetando diretamente a produtividade da cultura. Além disso, as flores e vagens pequenas podem ser também prejudicadas, o que pode levar inclusive à falhas na formação de grãos.;284, 285, 286;https://otmis-pragas-armadilhas.s3.amazonaws.com/f2fe7c80-66aa-11ed-a709-e5a04c528f98.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/0a0d54e3-66ab-11ed-aa7f-e5a04c528f98.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/1e2d6731-66ab-11ed-9218-e5a04c528f98.jpg
40.0;2;Inseto;4;Tomate;5;Os ovos são colocados nas folhas, hastes, flores e frutos. São elípticos, de cor branca, e se tornam amarelados ou marrons. As larvas eclodem três a cinco dias após a postura e são de cor branca ou verde. Após a eclosão, penetram imediatamente no parênquima foliar, nos frutos ou nos ápices das hastes, onde permanecem por oito a dez dias, quando se transformam em pupas. A fase de pupa dura de sete a dez dias e ocorre principalmente nas folhas ou no solo e, ocasionalmente, nas hastes e frutos. Os adultos (Figura 2) são pequenas mariposas de cor cinza, marrom ou prateada, medem aproximadamente 10 mm de comprimento e podem viver até uma semana. Acasalam-se imediatamente após a emergência, voam e ovipositam predominantemente ao amanhecer e ao entardecer.;15;60;Tuta Absoluta;27;Traça-do-tomateiro;Tuta absoluta;Bio Tuta;08:00:00;Os danos são causados pelas larvas, que formam minas nas folhas e se alimentam no interior destas. Podem destruir completamente as folhas (Figura 3 e Figura 4) do tomateiro e tornar imprestáveis os frutos (Figura 5), além de facilitar a contaminação por patógenos.;70801, 70802, 70803;https://otmis-pragas-armadilhas.s3.amazonaws.com/cc100f94-ccc0-11ed-a02b-db33523d603b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/cc141e67-ccc0-11ed-a36f-cf6f1c04fe28.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/cc40bae7-ccc0-11ed-be9d-d3c1bf0649ad.jpg
50.0;2;Inseto;5;Tomate;6;Lagarta Helicoverpa armigera: >1cm de comprimento com pelos brancos na região da cabeça, inúmeras pinturas ou pretuberâncias pretas em forma de sela. É possível identificá-la também pelo seu comportamento quando perturbada, pois a lagarta curva a parte dianteira direcionando a cabeça para as “patas” dianteiras. Lagarta Helicoverpa zea: é possível diferenciá-las facilmente através da coloração da cabeça, que é mais escura na Spodoptera frugiperda. A Helicoverpa zea tem a cabeça de coloração marrom bem clara enquanto a lagarta-do-cartucho apresenta a cabeça quase preta. ;15;42;Helicoverpa spp.;28;Lagarta Helicoverpa;Helicoverpa spp.;Bio Helicoverpa - Helicoverpa Armígera;07:00:00;Causa danos em flores, folhas, gemas, fruto/vagens. A lagarta alimentam-se da planta em vários estágios de desenvolvimento.;304, 305, 306, 307;https://otmis-pragas-armadilhas.s3.amazonaws.com/93ce8bcc-ccc4-11ed-b766-17598af5d60b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/93e14427-ccc4-11ed-9ecf-e5aa76165a95.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/95ba6947-ccc4-11ed-9ec4-e5aa76165a95.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/95c68528-ccc4-11ed-8f84-17598af5d60b.jpg
50.0;2;Inseto;3;Tomate;4;"Spodoptera frugiperda: Pontuações pretas no dorso; Y invertido na cabeça; 4 pontos próximos ao abdômen.  Spodoptera eridania: possuem coloração escura, com faixas longitudinais amareladas. Spodoptera cosmioides: a cabeça é castanho-amarelada ou alaranjada. Possuem listras amareladas ao longo do corpo, com pontuações brancas e triângulos pretos.";15;30;Spodoptera spp.;29;Lagarta Spodoptera;Spodoptera spp.;Bio Spodoptera - Spodoptera Frugiperda;07:00:00;Inicialmente as espécies de Spodoptera mantêm-se agrupadas raspando o parênquima das folhas e com o passar dos estágios distribui-se pelas plantas do tomateiro podendo atacar diferentes partes da cultura, danificando folhas, flores, ramos e frutos. Quando grandes, as lagartas, principalmente da espécie S. frugiperda podem cortar mudas recém-transplantadas, diminuindo o estande e em muitos casos obrigando um novo transplante de mudas. Na fase reprodutiva da cultura estas lagartas podem perfurar os frutos, depreciando-os.;312, 313, 314, 315;https://otmis-pragas-armadilhas.s3.amazonaws.com/6a5dbc00-ccc5-11ed-a492-17598af5d60b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/6aa2bd15-ccc5-11ed-8953-17598af5d60b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/7a115ef8-ccc5-11ed-81f4-17598af5d60b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9406f729-ccc5-11ed-9f6b-17598af5d60b.jpg
0.0;2;Inseto;3;Tomate;4;Besouro pequeno (5 a 7 mm), de coloração verde e amarela (seis manchas amarelas nos élitros verdes).;15;0;Vaquinha;30;Vaquinha;Diabrotica speciosa;Não Possui;08:00:00;Adultos de D. speciosa têm sido observados atacando flores e frutos em desenvolvimento. No caso de flores, podem provocar abortamento e reduzir o número de frutos nas pencas. Quanto aos frutos, os adultos começam o ataque fazendo furos que podem ser confundidos com aqueles ocasionados por brocas grandes. Além dos adultos, as formas jovens conhecidas como larvas alfinete, foram observadas atacando frutos de tomate rasteiro, típico para processamento, mais especificamente aquelas pencas que se desenvolvem encostadas ao solo. Os frutos atacados apresentam furos arredondados e quando abertos verifica-se um escurecimento bastante típico, e com o tempo apodrecem e ficam inviáveis para a utilização na indústria;345, 346, 347, 348;https://otmis-pragas-armadilhas.s3.amazonaws.com/88a90f16-ccc6-11ed-bbfd-3d7735709cd2.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/88cae16e-ccc6-11ed-b253-d319bfabd211.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/88c6ff7c-ccc6-11ed-b138-6d61c01afd65.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/88f9763d-ccc6-11ed-8f01-398f5691a11d.jpg
50.0;1;Inseto;2;Tomate;4;Essa mariposa de aproximadamente 25 mm de envergadura possui asas brancas e ligeiramente transparentes. As asas anteriores apresentam na parte mediana três manchas irregulares de coloração marrom e no ápice, uma de cor avermelhada. As asas posteriores são ornadas com alguns pontos escuros quase pretos e no ápice uma mancha de cor preta menos intensa. O corpo e as antenas são pardas esbranquiçada. A fêmea possui abdômen volumoso com a parte final truncada e o macho abdômen delgado com a parte final aguda e recoberta por um penacho em forma de pincel. O ovo recém colocado é branco leitoso, passando a amarelo claro, alaranjado e avermelhado, quando próximos a eclosão e têm formato achatado. As lagartas medem cerca de 11 a 13 mm de comprimento, possuem coloração rosada uniforme, com o primeiro segmento torácico amarelado.;15;45;Broca Neoleucinodes;31;Broca Pequena Do Tomateiro;Broca Neoleucinodes;Bio Neo;08:00:00;O ataque da praga começa quando as fêmeas fertilizadas colocam seus ovos nas bases dos frutos, precisamente debaixo do cálice da flor. Ao eclodir os ovos, as larvas imediatamente perfuram o fruto, deixando uma cicatriz de entrada, mediante a qual se reconhece que o fruto está atacado pela praga. A larva permanece alimentando-se dentro do fruto e quando se aproxima da fase de pupa, sai empupando no solo, deixando no local uma ferida que permitirá a entrada de microorganismos patógenos no fruto. No Brasil a broca-pequena é responsável por uma perda média de 45% da produção nacional, chegando a atingir 100% em algumas regiões.;450, 451, 452, 453, 454, 455, 456;https://otmis-pragas-armadilhas.s3.amazonaws.com/9fa2fddc-cf18-11ed-88b1-010fc94ace86.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9f9d5663-cf18-11ed-81ca-b5177163e73d.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9faa4ef6-cf18-11ed-98a0-83c19ca0734a.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9fb53714-cf18-11ed-8c46-59b2fff367cd.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9fbd3d12-cf18-11ed-8ae9-4b3de0716cc5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9fe89e49-cf18-11ed-a6c9-b90e31828e1b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/a0015b5a-cf18-11ed-8ea0-63375dcff644.jpg
13.0;1;Inseto;2;Tomate;3;Por sucção direta: ao sugar a seiva das plantas, com a introdução do estilete no tecido vegetal, os insetos (adultos e ninfas) provocam alterações no desenvolvimento vegetativo e reprodutivo da planta, debilitando-a e reduzindo a produtividade e qualidade dos frutos. Em casos de altas densidades populacionais, podem ocorrer perdas de até 50% da produção. ;15;0;Mosca Branca;32;Mosca Branca;Bemisia tabaci;Não Possui;08:00:00;Por sucção direta: ao sugar a seiva das plantas, com a introdução do estilete no tecido vegetal, os insetos (adultos e ninfas) provocam alterações no desenvolvimento vegetativo e reprodutivo da planta, debilitando-a e reduzindo a produtividade e qualidade dos frutos. Em casos de altas densidades populacionais, podem ocorrer perdas de até 50% da produção. Porém, o principal dano causado pela mosca-branca no tomateiro é a transmissão de vírus, especialmente o begomovírus e o crinivírus, que podem comprometer a produtividade das plantas.;355, 356, 357;https://otmis-pragas-armadilhas.s3.amazonaws.com/c48e6fcc-d474-11ed-a756-71b1ec049bad.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/c4b150f5-d474-11ed-9d96-4f6e4d757028.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/c4d17110-d474-11ed-b57e-71b1ec049bad.jpg
98.0;5;Inseto;9;Citrus;10;O adulto é uma pequena mariposa, de coloração marrom-acinzentada, que mimetiza os ramos dos citros e coloca seus ovos sobre os frutos.;30;30;Bicho Furao do Citrus;33;Bicho-furão-dos-citrus;Ecdytolopha aurantiana;Ferocitrus Furão;08:00:00;Os frutos afetados ficam amarelados e caem. O orifício de penetração da lagarta fica evidente e é possível observar secreções, que endurecem e ficam grudadas na casca do fruto. Muitos citricultores confundem as lesões provocadas pelo bicho-furão com aquelas decorrentes da ação de moscas das frutas. Saber a diferença entre eles é muito importante para o combate dessas pragas.  A principal diferença é que, após penetrar no fruto, o bicho-furão lança excrementos e restos de alimentos para a parte externa do fruto, que endurecem na casca. O local do fruto atacado pela mosca fica mole e apodrecido.;484, 485, 486, 487, 488, 489;https://otmis-pragas-armadilhas.s3.amazonaws.com/5593f9ff-d478-11ed-8f43-a9d5ad6a4c46.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/55b0c7ed-d478-11ed-9cec-09aa43e3cbbf.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/55bcbdb6-d478-11ed-b4cd-9f87dc30aabf.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5604d0b9-d478-11ed-bf05-a9d5ad6a4c46.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/55fd2f8d-d478-11ed-ad67-09aa43e3cbbf.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5620cb9b-d478-11ed-9784-935bce09e99c.jpg
250.0;1;Inseto;2;Citrus;3;Os adultos medem de 2 a 3 mm de comprimento, são marrons e têm o corpo coberto por uma substância pulverulenta de cor esbranquiçada. Suas asas são transparentes e, as anteriores, têm manchas escuras com formato irregular, permanecem na face abaxial das folhas novas com a cabeça quase tocando a superfície e formando um ângulo de 45º com o corpo. ;15;0;Psilideo;34;Psilídeo;Diaphorina citri;Não Possui -Somente Armadilha Amarela;14:00:00;Enrolam as folhas, retorcem ou engruvinham os brotos. Em infestações intensas, há o secamento dos ramos e a redução da produção. Expelem líquido açucarado que favorecem o desenvolvimento de fumagina. Podem inocular substâncias tóxicas pelas picadas, além de ser uma praga é um dos vetores da bactéria Candidatus Liberibacter, agente do “greening”.;60112, 60113, 60114, 60115;https://otmis-pragas-armadilhas.s3.amazonaws.com/dd7516d9-d498-11ed-b64f-31351b9fde14.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/ddba915d-d498-11ed-b2ee-31351b9fde14.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/dda7e10c-d498-11ed-ae65-551725a10227.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/dde0305f-d498-11ed-adcf-61bdb90386c3.jpg
50.0;1;Inseto;2;Citrus;3;As cigarrinhas são insetos sugadores que se alimentam em vários tecidos vegetais, principalmente no sistema vascular dos citros. A maioria habita a vegetação rasteira. Em anos chuvosos, as cigarrinhas aparecem na primavera e, em anos secos, começam a surgir no início do verão. Geralmente medem até 11 mm, as características variam de acordo com a espécie.;15;0;Cigarrinha;64;Cigarrinha;D. costalimai, a. citrina, o. facialis e b. xanthophis;Não Possui;08:00:00;Embora algumas espécies possam sugar volumes significativos da seiva de plantas cítricas, essa alimentação tem pouco impacto econômico para a cultura. As exceções são algumas espécies da subfamília Cicadellinae, consideradas pragas chaves por serem vetores da bactéria Xylella fastidiosa, que causa a Clorose Variegada dos Citros (CVC). As cigarrinhas podem transmitir a bactéria em todas as fases de desenvolvimento e por toda o ciclo de vida, a partir do momento que adquirem a Xylella fastidiosa, mas a mais importante é a adulta. Doze espécies de cigarrinhas são comprovadamente capazes de transmitir a CVC.;381, 382, 383, 384, 385;https://otmis-pragas-armadilhas.s3.amazonaws.com/9cb1647f-d856-11ed-9bc7-93ef53a32e86.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9ce91e52-d856-11ed-8110-25895e8e9062.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9cebec90-d856-11ed-8b01-c9f3ea3f1708.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9cfbc280-d856-11ed-ba93-63c24ac8222f.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/9cffc2e9-d856-11ed-9069-03fef03a9474.jpg
40.0;1;Inseto;2;Citrus;3;O adulto de Phyllocnistis citrella é uma pequena mariposa que mede cerca de 2,0 mm de comprimento e 4,0 mm de envergadura. Tem as asas anteriores com escamas de coloração branca-prateada, brilhantes, plumosas e com manchas mais escuras, dispostas longitudinal e transversalmente. As lagartas são de cor amarela-clara, com os segmentos abdominais mais largos na porção mediana. As pupas são de coloração marrom-clara e têm no lugar dos olhos, duas manchas escuras.;15;57;Minador-dos-citrus;65;Minador-dos-citrus;Phyllocnistis citrella;Ferocitrus minador;08:00:00;As lagartas provocam a formação de galerias nos tecidos das folhas das plantas de citros. Essas galerias aparecem inicialmente como um pequeno risco de coloração branca e posteriormente formam um zigue-zague mais largo. Elas atacam as duas faces da folha e pode-se observar a presença de mais de uma larva em cada folha. Por atacar folhas jovens, da mesma forma que a bactéria do cancro cítrico (Xanthomonas axonopodis pv. citri), o minador facilita a penetração e o desenvolvimento da bactéria na planta. Quando se alimenta das folhas, a lagarta provoca galerias onde a bactéria se multiplica, aumentando o potencial de inóculo. As lesões do cancro cítrico seguem o caminho das galerias feitas pela larva.;393, 394, 395, 396, 397, 398, 399;https://otmis-pragas-armadilhas.s3.amazonaws.com/5fc01c21-d85b-11ed-93c6-f53619efb7b7.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5fe1a9bc-d85b-11ed-b70b-2b4f40801d4a.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5fdfdbd5-d85b-11ed-9e49-0722758054cb.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/5febb7c4-d85b-11ed-81b6-b9fb6cbb0d59.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/6005dc62-d85b-11ed-8dc2-fd7b7e3ae10c.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/6007aec9-d85b-11ed-a9dc-7999166dd2f8.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/6025b07e-d85b-11ed-a237-fd8c602b400f.jpg
50.0;1;Inseto;3;Citrus;4;Anastrepha fraterculus: Os adultos da mosca possuem a coloração amarelada típica, possuindo asas transparentes que apresentam duas manchas características para sua identificação, uma em forma de “S” na parte central e outra em “V” invertido no ápice. Na fase adulta pode atingir cerca de 7 mm de comprimento e 16 mm de envergadura. As fêmeas são maiores que os machos devido a presença do acúleo ao final do abdômen  Ceratitis capitata: mede de 4 a 5 mm de comprimento por 10 a 12 mm de envergadura. O macho é diferenciado da fêmea por apresentar na cabeça, entre os olhos, um par de apêndices filiformes, parecendo um segundo par de antenas, além de não possuir ovipositor.;15;42;Mosca das frutas;66;mosca das frutas;Ceratitis capitata e anastrepha fraterculus;Bio Trimedlure - Para Ceratitis Capitata;08:00:00;Os danos diretos do ataque da mosca-das-frutas ocorrem quando a fêmea coloca o ovo e deixa uma ferida na superfície do fruto, criando uma porta de entrada para bactérias e fungos oportunistas, que causam necroses e podridões. Além disso, as larvas se alimentam da polpa formando galerias, favorecendo o amadurecimento prematuro do fruto, afetando a sua aparência e tornando-o impróprio para comercialização e consumo.;440, 441, 442, 443, 444, 445, 446, 447, 448, 449;https://otmis-pragas-armadilhas.s3.amazonaws.com/21032957-d866-11ed-8f8e-019dc541f0c5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/211b82c5-d866-11ed-9815-97277177ed62.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/21434497-d866-11ed-b871-019dc541f0c5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/21253625-d866-11ed-ae08-5fe13241817b.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/2126fb28-d866-11ed-8df8-c526b0e4dacc.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/212ffc1b-d866-11ed-a66c-3792ce37cb15.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/212c61a5-d866-11ed-b134-b7174feeacc6.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/2139ad96-d866-11ed-855c-bbcd2bfea20d.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/215e6ff8-d866-11ed-b0e6-071c99901afe.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/232e52e5-d866-11ed-9642-071c99901afe.jpg
126.0;1;Inseto;1;Algodão;2;O bicudo do algodoeiro é um besouro (coleoptera) que mede de 4 a 9 mm de comprimento e 7 mm de envergadura. Sua coloração que varia de pardo-acinzentado ao preto. Apresenta dois espinhos em cada fêmur do primeiro par de pernas e élitros com riscas longitudinais. O bicudo é um inseto lento ao caminhar, que raramente voa, a não ser quando se dispersa para áreas vizinhas. ;15;21;Bicudo;67;Bicudo-do-algodoeiro;Anthonomus grandis;Luretape BW-10;09:30:00;o Bicudo ataca inicialmente os botões florais, flores e maçãs pequenas, podendo se alimentar, também, de folhas jovens e pecíolo. Após o ataque, os botões tornam-se amarelos, as brácteas abrem-se e os botões caem. As flores atacadas ficam com o aspecto de balão, devido à não abertura normal das pétalas. As maçãs apresentam perfurações externas, decorrentes do hábito de alimentação e oviposição do inseto, sendo que as fibras e sementes são destruídas pelas larvas, que impedem sua abertura normal, deixando-as enegrecidas.;499, 500, 501, 502, 503, 504;https://otmis-pragas-armadilhas.s3.amazonaws.com/96f5c786-1fed-11ee-916e-fb5903909410.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/96fcab90-1fed-11ee-979c-efc671d11c07.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/96fcaa3a-1fed-11ee-bdc9-e193df0b36f5.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/97017163-1fed-11ee-8574-c9d46ffe421d.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/970654ea-1fed-11ee-967d-ef365eaec286.jpg, https://otmis-pragas-armadilhas.s3.amazonaws.com/970cd4a0-1fed-11ee-817b-c56f3db72b93.jpg
100.0;3;Doença;6;Uva;9;;15;15;Míldio da videira;91351;míldio da videira;Plasmopara viticola;Não Há;16:30:00;;None;None
100.0;3;Doença;6;Uva;9;;15;15;Oídio da videira;91352;Oídio Da Videira;Uncinula necator (Schwein.) Burril;Não Há;16:33:00;;None;None
10.0;2;Inseto;4;Uva;6;;15;15;Mosca-das-frutas;91354;Mosca-das-frutos/mosca-do-mediterrâneo;Ceratitis capitata;Bio Trimedlure Bio Controle;14:34:00;;None;None
30.0;5;Inseto;10;Uva;15;;15;15;Cochonilha pérola;239201;cochonilha-pérola-da-terra;Eurhizococcus brasiliensis;Não Há;12:40:00;;None;None
20.0;20;Inseto;25;Uva;30;;15;15;Tripes;239202;Tripes;Frankliniella sp;Piso Azul;11:43:00;;None;None
20.0;10;Inseto;15;Uva;20;;15;15;Ácaro rajado;239203;Ácaro Rajado;Tetranychus urticae;Não Há;11:44:00;;None;None
10.0;5;Inseto;10;Uva;15;;15;15;Cigarrinha-da-uva;239204;Cigarrinha-da-uva;Empoasca vitis;Piso Amarelo;11:46:00;;None;None
30.0;1;Inseto;2;Uva;3;;15;15;Broca da videira;239205;broca-do-caule-da-videira;Neoterius sp. , Cryptoblabes gnidiella (Millière, 1864);n;11:47:00;;None;None
100.0;2;Inseto;4;Uva;6;;15;50;Traça dos cachos videira;239208;Traça-dos-cachos-da-videira;Lobesia botrana;Bio Lobesia;11:50:00;;None;None
20.0;5;Doença;10;Uva;20;;15;15;Antracnose uva;239209;Antracnose;Elsinoe ampelina;Ñão Há;11:54:00;;None;None
1.0;1;Doença;2;Uva;3;;15;15;Cancro da videira;239210;Cancro Da Videira;Xanthomonas campestris pv viticola;Não Há;11:57:00;;None;None
10.0;2;Doença;4;Uva;6;;15;15;Mancha das folhas da videira;239211;Mancha-das-folhas;Pseudocercospora vitis;Não Há;11:59:00;;None;None
250.0;1;Inseto;2;Milho;3;Local criado para contabilizar plantas com DANOS por lagarta (Spodoptera);30;30;SA;1176701;Dano Spodoptera;Dano Spodoptera;SA;10:35:00;"Raspagem superficial da epiderme, causando um aspecto de ""vidro"" ou ""tiro de cartucho"". Consumo do cartucho interno, deixando-o cheio de fezes da lagarta. Perfurações e danos estruturais no colmo. Roedura dos grãos e danos à produção. Pode cortar plantas jovens rente ao solo. Excrementos (fezes) da lagarta, que podem ser confundidos com farinha, são um sinal claro de infestação.";1176756, 1176757, 1176758, 1176759, 1176760;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e0f34757-cebb-11f0-952c-3ff8d15c3d2b.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e0fa3711-cebb-11f0-8d7a-3347c879c814.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e1028022-cebb-11f0-9db0-a9c323860aa6.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e1103601-cebb-11f0-a84a-3347c879c814.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/e1394f46-cebb-11f0-a0ef-875b952e0f71.jpg
250.0;1;Inseto;2;Milho;3;"Os percevejos causam danos ao milho sugando a seiva da planta e injetando toxinas, o que pode levar a sintomas como ""coração morto"" (murchamento central), ""encharutamento"" (enrolamento das folhas), deformações, perfilhamento, redução da produtividade e até a morte da planta, principalmente nas fases iniciais de desenvolvimento";30;30;sa;1176702;Dano Percevejo;Dano Percevejo;Sa;10:44:00;"Murchamento e secamento das folhas centrais (""coração morto""). Enrolamento das folhas centrais (""encharutamento""). Lesões no caule. Atrofia e redução da altura da planta. Redução do estande da lavoura. Plantas subdesenvolvidas e com amarelecimento.";1176765, 1176766, 1176767, 1176768;https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f3d3fc0-cebd-11f0-9899-b330b2bef49c.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f580e6d-cebd-11f0-ab86-1b61db8763bc.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f6a62db-cebd-11f0-9629-7f3bf8683283.jpg, https://otmis-pragas-armadilhas.s3.us-east-1.amazonaws.com/6f6d03b7-cebd-11f0-ac16-2b08d8e638b5.jpg
